attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr50,attr51,attr52,attr53,attr54,attr55,attr56,attr57,attr58,attr59,attr60,attr61,attr62,attr63,attr64,attr65,attr66,attr67,attr68,attr69,attr70,attr71,attr72,attr73,attr74,attr75,attr76,attr77,attr78,attr79,attr80,attr81,attr82,attr83,attr84,attr85,attr86,attr87,attr88,attr89,attr90,attr91,attr92,attr93,attr94,attr95,attr96,attr97,attr98,attr99,attr100,attr101,attr102,attr103,attr104,attr105,attr106,attr107,attr108,attr109,attr110,attr111,attr112,attr113,attr114,attr115,attr116,attr117,attr118,attr119,attr120,attr121,attr122,attr123,attr124,attr125,attr126,attr127,attr128,attr129,attr130,attr131,attr132,attr133,attr134,attr135,attr136,attr137,attr138,attr139,attr140,attr141,attr142,attr143,attr144,attr145,attr146,attr147,attr148,attr149,attr150,Category
0.00312,0.0,0.018690000000000002,0.0,0.0,0.0,0.0,0.04517,0.0,0.00156,0.00312,0.0,0.00078,0.0,0.0,0.02025,0.03583,0.018690000000000002,0.0,0.006229999999999999,0.00389,0.0,0.00545,0.03349,0.0,0.05062,0.00078,0.0,0.0,0.0,0.00545,0.0,0.00389,0.0,0.0,0.0,0.0,0.00389,0.019469999999999998,0.0,0.0,0.027260000000000003,0.00078,0.0,0.0109,0.00078,0.00389,0.0,0.00156,0.04829,0.0,0.0,0.0366,0.0,0.0,0.0,0.02025,0.00234,0.024919999999999998,0.0,0.0,0.01402,0.058410000000000004,0.01402,0.00156,0.00078,0.0,0.00545,0.00078,0.0,0.02259,0.00078,0.0,0.0,0.00078,0.0,0.00078,0.02414,0.0,0.00156,0.00857,0.00078,0.017130000000000003,0.0,0.00389,0.0,0.0,0.0,0.02882,0.00078,0.00078,0.0,0.0,0.062310000000000004,0.00156,0.0,0.0,0.0,0.0,0.0,0.00156,0.00234,0.0,0.0,0.0,0.0,0.0,0.00234,0.0,0.0,0.00545,0.00857,0.00312,0.0,0.00156,0.0,0.0296,0.0,0.00312,0.00857,0.0,0.00389,0.054520000000000006,0.0,0.0,0.00935,0.0,0.0,0.00078,0.007790000000000001,0.0046700000000000005,0.0366,0.00935,0.0,0.00389,0.00857,0.00078,0.01636,0.018690000000000002,0.0,0.00156,0.0,0.00312,0.00857,0.00234,0.0,0.00312,0.00078,0.0109,0.0,0
0.0,0.0,0.028939999999999997,0.0,0.0,0.0,0.0,0.02412,0.0,0.00161,0.0,0.0,0.0,0.0,0.0,0.06431,0.00161,0.0048200000000000005,0.0,0.02251,0.00161,0.0,0.043410000000000004,0.0048200000000000005,0.0,0.00322,0.0,0.0,0.0,0.0,0.0,0.0,0.03537,0.0,0.00161,0.0,0.0,0.01608,0.00161,0.0,0.0,0.10611,0.0418,0.0,0.0,0.00643,0.00804,0.0,0.0,0.00643,0.0,0.0,0.00322,0.0,0.0,0.0,0.00161,0.0,0.00965,0.0,0.0,0.00804,0.01768,0.02733,0.00161,0.0,0.0,0.0,0.0,0.0,0.028939999999999997,0.00643,0.0,0.0,0.0,0.0,0.00322,0.0048200000000000005,0.0,0.0,0.00322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014469999999999998,0.00161,0.0,0.0,0.0,0.028939999999999997,0.03698,0.0,0.0,0.0,0.0,0.0,0.00161,0.01286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00322,0.00322,0.0,0.0,0.0,0.03698,0.0,0.0,0.0,0.0,0.00804,0.04823,0.00322,0.0,0.0,0.0,0.0,0.00161,0.01286,0.0,0.0,0.00161,0.0,0.0,0.057879999999999994,0.00161,0.00965,0.16238,0.0,0.0,0.0,0.00161,0.0,0.00322,0.0,0.0,0.00322,0.0048200000000000005,0.0,0
0.00316,0.0,0.03718,0.0,0.0,0.0,0.00079,0.15427000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01187,0.0,0.00158,0.0,0.0182,0.0,0.0,0.015030000000000002,0.0,0.0,0.00475,0.0,0.0,0.0,0.0,0.007909999999999999,0.00475,0.0182,0.00237,0.0,0.0,0.0,0.03481,0.0,0.0,0.0,0.13291,0.00475,0.0,0.02373,0.00079,0.00475,0.00316,0.0,0.00158,0.0,0.0,0.0087,0.0,0.0,0.0,0.00158,0.0,0.041139999999999996,0.0,0.0,0.00316,0.01187,0.00079,0.0,0.0,0.0,0.0,0.0,0.0,0.03244,0.0,0.0,0.0,0.00237,0.0,0.0,0.0,0.0,0.00079,0.0,0.0,0.007909999999999999,0.00316,0.0,0.00158,0.0,0.0,0.00475,0.02136,0.0,0.0,0.0,0.014240000000000001,0.01661,0.0,0.0,0.0,0.0,0.0,0.0,0.00079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00396,0.0,0.0,0.0,0.0,0.02373,0.0,0.00237,0.0,0.0,0.049839999999999995,0.058539999999999995,0.00079,0.0,0.0,0.0,0.0,0.00079,0.00396,0.0,0.00949,0.0,0.0,0.0,0.01741,0.00079,0.00949,0.13212000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00158,0.02215,0.00079,0.00237,0
0.0030399999999999997,0.0,0.0038,0.0,0.0007599999999999999,0.00683,0.0015199999999999999,0.0038,0.0,0.0038,0.0015199999999999999,0.00683,0.03721,0.0007599999999999999,0.0,0.00683,0.028089999999999997,0.0,0.0015199999999999999,0.0038,0.0,0.0,0.02506,0.0007599999999999999,0.0,0.0007599999999999999,0.10554000000000001,0.0,0.0,0.0007599999999999999,0.00987,0.0015199999999999999,0.08125,0.01215,0.00532,0.0,0.00228,0.00607,0.0,0.0,0.0,0.0007599999999999999,0.02733,0.0,0.0030399999999999997,0.05998,0.0007599999999999999,0.0,0.0015199999999999999,0.0015199999999999999,0.0,0.0,0.0038,0.013669999999999998,0.0,0.01519,0.0015199999999999999,0.0,0.0,0.0015199999999999999,0.0,0.0,0.0015199999999999999,0.00456,0.0007599999999999999,0.0,0.0,0.0030399999999999997,0.0,0.0038,0.04252,0.0015199999999999999,0.0030399999999999997,0.0,0.0030399999999999997,0.0,0.01291,0.0007599999999999999,0.0,0.0007599999999999999,0.04935,0.0030399999999999997,0.0,0.0,0.0038,0.0,0.0015199999999999999,0.00911,0.01595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04024,0.0,0.0,0.013669999999999998,0.00835,0.0007599999999999999,0.0,0.0,0.0,0.00456,0.0,0.0,0.0,0.0,0.00987,0.0007599999999999999,0.00456,0.0,0.0,0.0,0.0038,0.00607,0.00911,0.00456,0.0,0.0,0.0007599999999999999,0.0030399999999999997,0.0007599999999999999,0.00456,0.0,0.0,0.02582,0.0007599999999999999,0.06682,0.0030399999999999997,0.00759,0.0,0.0,0.0007599999999999999,0.0,0.0007599999999999999,0.0015199999999999999,0.00228,0.0,0.0015199999999999999,0.030369999999999998,0.01898,0.00532,0.00456,0.02582,0.01063,0.02278,0.00228,1
0.12336,0.0,0.0729,0.0,0.0,0.0,0.0,0.01495,0.0,0.029910000000000003,0.0,0.0,0.01495,0.0,0.0,0.0,0.018690000000000002,0.00187,0.0,0.0,0.0,0.0,0.00561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03925,0.00187,0.05047,0.0243,0.0,0.0,0.00187,0.01121,0.0,0.0,0.0,0.01121,0.07477,0.0,0.01495,0.0,0.0,0.0,0.0,0.00374,0.0,0.0,0.00374,0.0,0.0,0.00187,0.00187,0.0,0.0,0.0,0.0,0.01495,0.0,0.00374,0.0,0.0,0.0,0.0,0.0,0.00187,0.013080000000000001,0.00187,0.02804,0.0,0.0,0.00561,0.00561,0.0,0.0,0.0,0.0,0.01121,0.0,0.0,0.00374,0.00187,0.0,0.0,0.0,0.00187,0.0,0.0,0.0,0.00187,0.00187,0.0,0.00374,0.0,0.0,0.0,0.00561,0.00561,0.0,0.0,0.0,0.013080000000000001,0.0,0.0,0.0,0.0,0.00561,0.0,0.0,0.00187,0.0,0.0,0.00187,0.0,0.00935,0.0,0.0,0.00187,0.01495,0.016819999999999998,0.0,0.0,0.0,0.0,0.02617,0.0,0.029910000000000003,0.00748,0.0,0.0,0.0,0.0,0.0,0.08037000000000001,0.029910000000000003,0.0,0.00561,0.00374,0.00374,0.03925,0.0,0.0243,0.0,0.01121,0.037380000000000004,0.0,1
0.07891000000000001,0.0,0.028460000000000003,0.0,0.0038799999999999998,0.00259,0.0,0.0,0.0,0.0414,0.0,0.0,0.0012900000000000001,0.0012900000000000001,0.0,0.0,0.0012900000000000001,0.0012900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012900000000000001,0.00259,0.0,0.0,0.0,0.0012900000000000001,0.0,0.0012900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0012900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00517,0.0,0.00259,0.0,0.0,0.0,0.0,0.01035,0.0,0.0,0.0,0.0,0.05045,0.0,0.0,0.0,0.0012900000000000001,0.00647,0.04916,0.0,0.0,0.01035,0.014230000000000001,0.0,0.0,0.0,0.014230000000000001,0.25873,0.0,0.0,0.0012900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00259,0.0,0.0,0.0,0.0,0.00259,0.0,0.0,0.0,0.01035,0.0,0.0,0.0,0.0,0.03752,0.0,0.0,0.0,0.0,0.0,0.0,0.01811,0.0,0.0,0.0,0.0,0.0,0.0401,0.0,0.0,0.0,0.0,0.0,0.0,0.011640000000000001,0.0077599999999999995,0.0,0.0,0.0,0.0077599999999999995,0.0,0.00517,0.0,0.0,0.0012900000000000001,0.17594,0.0,0.01294,0.0,0.07115,0.0,0.0,0.00259,0.0,1
0.0033299999999999996,0.0016600000000000002,0.0033299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016600000000000002,0.0,0.0033299999999999996,0.0,0.0,0.013309999999999999,0.0,0.0,0.0,0.0016600000000000002,0.0,0.0016600000000000002,0.0,0.0,0.0033299999999999996,0.0,0.0,0.0,0.0,0.00998,0.013309999999999999,0.006659999999999999,0.0,0.0016600000000000002,0.0,0.0,0.0,0.0016600000000000002,0.0,0.0,0.0,0.0,0.1015,0.0,0.0016600000000000002,0.0033299999999999996,0.0,0.0,0.0016600000000000002,0.0,0.0,0.0016600000000000002,0.0,0.0,0.0,0.0,0.00998,0.0,0.0,0.0,0.033280000000000004,0.0033299999999999996,0.013309999999999999,0.0,0.0,0.40266,0.0,0.0,0.0,0.02329,0.0,0.008320000000000001,0.0,0.00499,0.0183,0.00499,0.0033299999999999996,0.0,0.0,0.014980000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.01165,0.0016600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036610000000000004,0.0,0.00499,0.0,0.0,0.0,0.0,0.016640000000000002,0.0,0.0,0.0,0.0,0.0016600000000000002,0.0,0.0,0.0,0.0,0.0,0.0016600000000000002,0.0033299999999999996,0.013309999999999999,0.0016600000000000002,0.0,0.0,0.0,0.04326,0.0,0.0,0.0,0.0,0.0016600000000000002,0.07155,0.0033299999999999996,0.0016600000000000002,0.0016600000000000002,0.0,0.0,0.014980000000000002,0.0,0.0016600000000000002,0.0,0.0,0.00998,0.0,0.0,0.02329,0.0,0.0,0.0,0.0016600000000000002,0.014980000000000002,0.0,1
0.12392,0.0,0.00576,0.0,0.0,0.0,0.0,0.0,0.0,0.01585,0.0,0.0,0.00865,0.0,0.0,0.0,0.030260000000000002,0.00144,0.0,0.0,0.0,0.00144,0.00432,0.0,0.0,0.0,0.00865,0.0,0.0,0.0,0.0,0.0,0.01441,0.0,0.012969999999999999,0.0,0.0072,0.0,0.0,0.0,0.0,0.0,0.01153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00144,0.0,0.00144,0.00288,0.00288,0.0,0.0,0.0,0.0,0.00432,0.0,0.0,0.0,0.0,0.00144,0.00288,0.0,0.00144,0.0072,0.00144,0.09654,0.0,0.0,0.01153,0.02161,0.00144,0.0,0.0,0.046110000000000005,0.02882,0.0,0.0,0.01153,0.00144,0.0,0.00576,0.0,0.0,0.0,0.0,0.0,0.00432,0.0,0.0,0.01873,0.0,0.0,0.00144,0.00865,0.00144,0.0,0.0,0.0,0.00865,0.0,0.0,0.0,0.0,0.06916,0.0,0.0,0.0,0.0,0.0,0.0,0.00576,0.00144,0.00432,0.0,0.0,0.00144,0.00865,0.0,0.0,0.0,0.0,0.00865,0.00432,0.06772,0.01153,0.0072,0.0,0.0,0.0,0.0,0.0072,0.0,0.0,0.00144,0.0879,0.00144,0.0562,0.00144,0.046110000000000005,0.0,0.0,0.06627999999999999,0.0,1
0.00619,0.0,0.009290000000000001,0.0,0.0,0.0,0.0,0.02632,0.00155,0.02632,0.08978,0.01084,0.0,0.0,0.0,0.02012,0.0031,0.00155,0.00619,0.0,0.0,0.0,0.00464,0.05728,0.0,0.0031,0.0,0.0,0.0,0.0,0.14087,0.0,0.013930000000000001,0.00155,0.0031,0.0,0.0,0.00464,0.0,0.0,0.0,0.00464,0.009290000000000001,0.0,0.0,0.00774,0.00155,0.0,0.00155,0.0031,0.0,0.0,0.00774,0.0,0.0,0.0,0.00155,0.0,0.0031,0.0,0.0,0.00155,0.00155,0.0031,0.00619,0.01703,0.00155,0.00155,0.0,0.0,0.00774,0.0,0.01238,0.0,0.02012,0.0,0.0,0.0,0.0,0.00155,0.0,0.01548,0.01238,0.0,0.0,0.00464,0.0,0.0,0.00155,0.00155,0.0,0.00155,0.0,0.00464,0.00155,0.0,0.00155,0.0,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00619,0.0031,0.18420999999999998,0.0,0.00619,0.0,0.0,0.01548,0.00464,0.01084,0.01084,0.01548,0.00619,0.0,0.0,0.0,0.00619,0.0,0.0,0.00464,0.0,0.0,0.0,0.0,0.00619,0.0,0.027860000000000003,0.0031,0.01548,0.0,0.00774,0.00774,0.0,0.00619,0.0,0.00155,0.02012,0.01703,0.0,0.02012,1
0.01848,0.0,0.0,0.0,0.02079,0.0,0.0,0.0,0.0,0.00462,0.0,0.0,0.0254,0.0,0.0,0.0,0.01848,0.0,0.0,0.0,0.0,0.00231,0.0,0.0,0.0,0.00231,0.0254,0.0,0.0,0.00231,0.0,0.0,0.0,0.0,0.01617,0.0,0.0,0.00231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00231,0.0,0.0,0.0,0.0,0.0,0.0,0.01155,0.0,0.0,0.0,0.0,0.02309,0.0,0.01155,0.00231,0.0,0.08776,0.032330000000000005,0.0,0.0,0.00924,0.0,0.01617,0.0,0.0,0.01155,0.02079,0.00231,0.0,0.0,0.00231,0.00462,0.0,0.0,0.0,0.0,0.0,0.0,0.00231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00462,0.0,0.00924,0.06005,0.0,0.0,0.0,0.0,0.0,0.11547,0.0,0.0,0.0,0.0,0.01617,0.00462,0.0,0.0,0.0,0.0,0.00231,0.0,0.00462,0.0,0.0,0.0,0.0,0.02079,0.0,0.032330000000000005,0.0,0.0,0.01848,0.00462,0.09007000000000001,0.00462,0.0,0.00462,0.00231,0.00231,0.0,0.0,0.0,0.0,0.01155,0.01155,0.00231,0.03926,0.00231,0.09469,0.0,0.0,0.062360000000000006,0.0,1
